date,station_id,省名,台站名,lat,lon,alt,year,month,day,pre,pre_type,tem_avg,tem_max,tem_min,rhu_avg,rhu_min,prs_avg,pra_max,prs_min,evp_small,evp_large,tw_calc,model_precip_type
1980-01-01,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,1,0.0,无,-12.9,-3.2,-20.0,0.65,0.37,1015.4,1022.5,1011.6,0.7,,,无
1980-01-02,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,2,0.1,normal,-4.2,-0.2,-11.3,0.82,0.57,1007.4,1011.6,1005.0,1.0,,-5.027397393011568,Snow
1980-01-03,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,3,0.0,无,-12.9,-2.1,-15.8,0.65,0.52,1018.0,1021.0,1008.4,0.8,,,无
1980-01-04,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,4,0.0,无,-17.6,-12.4,-22.6,0.66,0.31,1020.1,1022.7,1017.3,0.7,,,无
1980-01-05,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,5,0.0,无,-11.2,-5.3,-17.7,0.58,0.39,1009.0,1017.3,1006.7,1.1,,,无
1980-01-06,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,6,0.0,无,-15.3,-11.2,-17.8,0.65,0.27,1008.5,1013.6,1004.1,0.9,,,无
1980-01-07,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,7,0.0,无,-17.1,-9.9,-23.5,0.54,0.32,1013.7,1015.9,1011.8,0.9,,,无
1980-01-08,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,8,0.0,无,-14.1,-8.5,-19.6,0.67,0.39,1013.8,1016.6,1012.4,1.0,,,无
1980-01-09,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,9,0.8,normal,-14.5,-10.1,-18.8,0.82,0.63,1013.3,1016.1,1009.2,0.8,,-14.939495743268981,Snow
1980-01-10,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,10,0.0,无,-21.2,-14.7,-26.7,0.75,0.54,1014.2,1016.2,1012.8,0.5,,,无
1980-01-11,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,11,0.0,无,-10.8,-4.8,-20.0,0.67,0.55,1008.9,1012.9,1005.9,0.9,,,无
1980-01-12,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,12,0.0,无,-12.0,-5.4,-17.8,0.68,0.46,1010.1,1013.8,1005.9,1.2,,,无
1980-01-13,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,13,0.0,无,-16.2,-8.9,-22.9,0.7,0.42,1010.2,1013.8,1006.7,0.7,,,无
1980-01-14,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,14,0.0,无,-14.0,-8.6,-20.2,0.65,0.4,1006.5,1007.7,1004.9,1.1,,,无
1980-01-15,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,15,0.0,无,-17.1,-12.1,-20.7,0.71,0.61,1010.0,1012.2,1005.9,0.6,,,无
1980-01-16,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,16,0.0,无,-21.3,-18.2,-23.9,0.72,3.54,1014.5,1016.5,1012.0,0.4,,,无
1980-01-17,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,17,0.0,无,-21.7,-14.2,-27.6,0.72,0.55,1022.5,1026.0,1016.5,0.4,,,无
1980-01-18,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,18,0.0,无,-16.4,-8.6,-23.0,0.7,0.44,1023.3,1026.5,1019.7,0.6,,,无
1980-01-19,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,19,0.2,normal,-12.1,-8.8,-16.8,0.75,0.45,1014.2,1019.7,1012.3,0.9,,-12.816889156529715,Snow
1980-01-20,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,20,0.0,无,-15.5,-10.1,-21.6,0.67,0.39,1010.9,1012.2,1010.0,0.9,,,无
1980-01-21,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,21,0.0,无,-18.1,-11.9,-23.1,0.68,0.39,1013.8,1016.3,1010.5,0.7,,,无
1980-01-22,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,22,0.0,无,-12.3,-3.8,-22.1,0.67,0.47,1008.9,1016.3,1002.9,1.2,,,无
1980-01-23,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,23,0.0,无,-8.1,-4.8,-11.3,0.63,0.46,1009.7,1014.2,1003.3,1.4,,,无
1980-01-24,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,24,0.0,无,-12.4,-3.2,-19.2,0.72,0.39,1014.6,1015.7,1013.8,1.1,,,无
1980-01-25,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,25,0.0,无,-8.0,1.1,-16.4,0.71,0.47,1010.8,1014.3,1008.4,0.9,,,无
1980-01-26,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,26,0.2,normal,0.7,3.6,-6.7,0.69,0.56,1004.6,1009.3,1003.0,2.0,,-1.1439325545561863,Snow
1980-01-27,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,27,0.1,normal,-2.4,2.4,-7.2,0.67,0.39,1008.6,1014.6,1002.7,2.3,,-4.0798504021244275,Snow
1980-01-28,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,28,0.0,无,-14.0,-6.9,-15.5,0.47,0.38,1019.3,1020.9,1014.6,1.1,,,无
1980-01-29,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,29,0.0,无,-17.2,-14.4,-19.6,0.6,0.42,1016.2,1019.9,1013.9,0.7,,,无
1980-01-30,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,30,0.3,normal,-18.8,-15.4,-22.0,0.77,0.57,1012.4,1013.9,1011.8,0.8,,-19.213567174281742,Snow
1980-01-31,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,1,31,0.0,无,-19.8,-14.0,-24.5,0.73,0.47,1009.1,1011.8,1007.9,0.5,,,无
1980-02-01,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,2,1,0.0,无,-17.8,-12.6,-22.5,0.64,0.38,1008.1,1009.2,1007.2,0.9,,,无
1980-02-02,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,2,2,0.0,无,-15.5,-10.7,-20.1,0.53,0.34,1007.9,1008.8,1007.2,1.1,,,无
1980-02-03,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,2,3,0.0,无,-16.9,-12.5,-20.2,0.58,0.4,1009.0,1010.5,1007.4,1.0,,,无
1980-02-04,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,2,4,0.0,无,-17.6,-13.1,-22.0,0.64,0.39,1012.7,1014.3,1010.5,0.9,,,无
1980-02-05,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,2,5,0.0,无,-19.5,-15.0,-23.7,0.65,0.42,1013.3,1017.1,1010.7,0.6,,,无
1980-02-06,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,2,6,0.0,无,-19.4,-12.7,-24.6,0.66,0.33,1020.5,1022.7,1017.1,0.8,,,无
1980-02-07,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,2,7,0.0,无,-19.6,-12.7,-25.3,0.7,0.46,1022.6,1023.9,1020.9,0.7,,,无
1980-02-08,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,2,8,0.0,无,-17.6,-9.5,-24.0,0.68,0.35,1018.3,1021.9,1016.2,0.8,,,无
1980-02-09,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,2,9,0.0,无,-14.0,-5.1,-20.8,0.65,0.32,1015.4,1017.2,1014.1,1.1,,,无
1980-02-10,54254.0,辽宁,开原,42.53333333333333,124.05,98.2,1980,2,10,0.0,无,-10.0,-1.9,-16.2,0.62,0.29,1012.5,1014.4,1011.0,1.7,,,无
